transaction_id,transaction_date,country,product_id,product_name,category,price_per_unit,quantity_purchased,cost_price,discount_applied,payment_method,customer_age_group,customer_gender,store_location,sales_representative
cF0447,5/17/24,Canada,1ef022bf-c595-4c2a-8b5c-68f6a3d93c19,Doritos Chips,Snacks,3.68,4,,0.15,Mobile Wallet,Senior,Female,Toronto,Lucas Johnson
Oa1078,3/6/25,,f21638ba-129e-49c2-868e-a0219ccfdc7a,,Electronics,1697.52,6,10185.12,0.2,Mobile Wallet,Senior,Female,Vancouver,Emma Smith
xx2358,3/25/24,Canada,7168920b-ccd8-4860-bd07-f5b8c149ad8a,Samsung QLED TV,Electronics,1694.11,9,15246.99,0.05,Mobile Wallet,Young,Male,Calgary,Benjamin Brown
dA9851,6/23/24,Canada,c4eab231-0d0e-4c03-8a31-13aa42415134,,Electronics,971.57,7,6800.99,0.05,,Senior,Male,Vancouver,Olivia Lee
xY6776,10/30/24,Canada,51fe86af-320b-4abb-8932-442cd1bca48f,Yeti Tumbler,Outdoor,40.95,4,163.8,0.1,Cash,Senior,Male,Vancouver,Chloe Lee
LT4162,2/8/25,Canada,8da3ae45-2332-4870-9659-9fd4ae5ad30b,Yeti Tumbler,Outdoor,40.9,,409,0.05,Online Payment,Young,Male,Montreal,Sophie Johnson
ru1812,9/13/24,Canada,,Levi's 501 Jeans,Apparel,54.57,4,218.28,0.2,Debit Card,Senior,Male,Calgary,Chloe Johnson
WP5442,2/8/25,Canada,da672123-18f5-4173-b5ac-9e1361e2fbab,Coca-Cola Can,Beverages,1.47,7,10.29,0,Mobile Wallet,,Female,Toronto,Sophie Martin
Zh8817,9/15/24,Canada,cc01fe3a-0b8c-4896-bb85-cecb95227915,iPhone 14,Electronics,982.37,10,9823.7,0.05,Cash,Senior,Male,Calgary,William Brown
ay9504,11/25/24,Canada,7ab94c99-b88a-41d6-a67b-f2ffadbd9048,Levi's 501 Jeans,Apparel,73.38,10,733.8,0,Mobile Wallet,,,Montreal,Noah Campbell
ed7406,4/27/24,Canada,c9f991ac-fd48-488c-aea1-391a841a3408,Coca-Cola Can,Beverages,1.46,1,1.46,0.1,Mobile Wallet,Adult,Female,Vancouver,Thomas Wilson
iS2636,10/8/24,Canada,,Apple MacBook Pro,Electronics,2115.25,8,,0.2,Mobile Wallet,Senior,Male,Toronto,Lucas Roy
hX6538,8/8/24,Canada,c914ab03-edc8-4804-b27c-d18e5e806701,Yeti Tumbler,Outdoor,26.18,7,183.26,0.2,Mobile Wallet,Senior,Female,Montreal,Liam Smith
nV5363,1/30/25,Canada,2675d0cd-c84b-4174-ab1b-e0e5bcc0bf05,Samsung QLED TV,Electronics,1544.79,1,1544.79,0.1,Debit Card,,Female,Calgary,Lucas Roy
Pf1076,2/6/25,Canada,1d8742a9-6f3a-457a-96d3-147d2641cba5,Samsung QLED TV,Electronics,1196.58,5,5982.9,0.2,Credit Card,Senior,Male,Montreal,Thomas Gagnon
rz6502,10/14/24,Canada,e17c0466-bd83-4dc5-b1ff-f3c54798f7b6,Doritos Chips,Snacks,3.13,9,28.17,0.2,Credit Card,Young,Female,,Olivia Gagnon
Vx0852,4/29/24,Canada,f67331ae-62aa-494f-ab47-bccc2828563d,Levi's 501 Jeans,Apparel,76.15,7,533.05,0.1,Online Payment,Adult,Male,Montreal,Emma Tremblay
iF4764,4/1/24,Canada,4d66ad34-ab77-4ef3-ac04-bb5bbb24d54b,Apple MacBook Pro,Electronics,2013.01,7,14091.07,0.2,Online Payment,Adult,Female,Ottawa,Benjamin Lee
ZV6454,10/30/24,Canada,6e61d6a8-8f02-40fb-b181-43efcc8109aa,Samsung QLED TV,Electronics,1217.64,6,7305.84,0,Online Payment,Senior,Female,Montreal,William Campbell
SX5472,8/29/24,Canada,6e1e5465-ded4-4722-9b0c-9feae6d0b3cd,Doritos Chips,Snacks,1.93,7,13.51,0,Mobile Wallet,Young,Female,Calgary,Benjamin Martin
xR9124,9/11/24,Canada,d97bdfea-5779-46e6-81b3-71370e486360,The North Face Jacket,Apparel,251.65,5,1258.25,0.05,Mobile Wallet,Adult,Male,Toronto,Emma Wilson
Gh5645,6/2/24,Canada,339ce44e-27b1-466a-a14b-ce19674208ef,Levi's 501 Jeans,Apparel,70.71,7,,0.2,Cash,Senior,Male,,Emma Lee
zv1881,4/13/24,Canada,2d332d7f-6484-499c-bde4-c5151b797ac8,KitchenAid Mixer,Home Appliances,491.83,7,3442.81,0.1,Cash,Adult,Male,Vancouver,Noah Brown
Wt3404,2/6/25,Canada,ff0c01bc-de20-429f-8e1c-c332f7a82519,iPhone 14,Electronics,1197.03,5,5985.15,0.1,Cash,Adult,Male,Ottawa,Liam Campbell
uX3605,1/18/25,Canada,c677bb80-8112-4467-9416-86310f4c74d4,The North Face Jacket,Apparel,257.86,10,2578.6,0,Credit Card,Young,Female,Ottawa,Thomas Smith
dV8501,5/6/24,Canada,e295d79c-18eb-4c1f-b803-40fe46b8ec70,Apple MacBook Pro,Electronics,1965.57,1,1965.57,0,Cash,Young,Female,Toronto,Noah Gagnon
bz1355,2/20/25,Canada,bf80d1f3-cbeb-4e9a-8328-d63c00fa224c,Levi's 501 Jeans,Apparel,92,3,276,0.2,Online Payment,Senior,,Ottawa,Thomas Smith
Dy4439,9/6/24,Canada,e111b763-139e-40b2-aa44-a52eda352d62,Doritos Chips,Snacks,4.32,5,21.6,0,Cash,Young,Male,Vancouver,William Wilson
Yj3640,12/23/24,Canada,f7ca9425-762d-470b-b3b7-9d0af75b3adb,Nike Air Max,Footwear,,9,968.58,0.15,Cash,Senior,Female,Vancouver,Noah Johnson
qf0069,10/24/24,Canada,a7a63497-c76f-44c1-9519-2aa7c239271a,The North Face Jacket,Apparel,145.7,9,1311.3,0,Online Payment,Senior,Female,Calgary,Lucas Wilson
nN4213,8/14/24,Canada,ce1e032f-e6fd-4eb9-86ac-f703c7deba96,Levi's 501 Jeans,Apparel,97.57,3,292.71,0.1,Cash,Young,Male,Ottawa,Lucas Johnson
tc9648,8/19/24,Canada,1c85f1d6-6a89-4320-922e-53592dc56dba,Coca-Cola Can,Beverages,0.88,10,8.8,0.05,Online Payment,Young,Male,Montreal,Emma Lee
yJ3542,2/19/25,Canada,5803c7cc-3a84-43f1-80d3-aa398ab69a99,,Electronics,1004.43,5,5022.15,,Credit Card,Adult,Female,Montreal,Sophie Wilson
mF6557,11/25/24,Canada,015452f0-2df1-4e53-83bf-685a8097a56b,Apple MacBook Pro,Electronics,2475.48,7,17328.36,0.2,Mobile Wallet,Young,Male,Ottawa,Benjamin Roy
Fx7325,11/11/24,Canada,5e3bb3b5-8e6e-4120-8bb9-7b19518cc883,Levi's 501 Jeans,Apparel,,5,491.65,0.2,Mobile Wallet,Young,Male,Montreal,Chloe Tremblay
MS7268,8/9/24,Canada,dbdc6675-13ea-4565-9ada-d8f505a769c5,KitchenAid Mixer,Home Appliances,367.94,8,2943.52,0.1,Credit Card,Senior,Male,Vancouver,Thomas Johnson
jC2343,4/4/24,Canada,5e79a07a-11fc-4ac0-b680-9af636301fa3,Coca-Cola Can,Beverages,1.24,6,7.44,0.2,Mobile Wallet,Senior,,Toronto,Olivia Campbell
xD6200,9/28/24,Canada,c230391b-6173-402c-abc8-f86f85d83f70,KitchenAid Mixer,,419.54,1,419.54,,Online Payment,Young,Female,Ottawa,
IU3481,9/26/24,Canada,5e1fda7b-95a9-4322-8826-c6ce48268b3c,Yeti Tumbler,Outdoor,25.06,1,25.06,0.2,Mobile Wallet,Young,Female,Ottawa,Chloe Campbell
Zr8438,7/16/24,Canada,153dccc9-984a-4902-b704-43b960b61de9,Samsung QLED TV,Electronics,908.27,6,5449.62,0.2,Cash,Senior,Female,,Olivia Wilson
Xq9458,10/17/24,Canada,de781a07-bf17-4e25-9704-cc90b58cbb2c,Nike Air Max,Footwear,107.11,2,214.22,0.1,Mobile Wallet,Adult,Female,Montreal,Benjamin Wilson
Gs8945,3/30/24,Canada,b959174d-500b-4b9c-beab-d9e4e9a19af3,,Home Appliances,256.4,1,256.4,0.05,Mobile Wallet,Senior,Male,Calgary,Chloe Tremblay
kz6458,12/5/24,Canada,4165be89-4dfc-4ec5-822e-849cfe2009ae,iPhone 14,Electronics,,3,2480.67,0.1,Cash,Senior,Female,Toronto,Chloe Tremblay
Eq0730,6/25/24,Canada,68334c6a-0dff-4642-9ae1-9bd355737977,The North Face Jacket,Apparel,139.3,1,139.3,0,Credit Card,Adult,Female,Calgary,Liam Tremblay
lc0892,1/24/25,Canada,21ba683b-5df3-4fe1-a6af-40f61fb77ab3,Yeti Tumbler,Outdoor,23.3,2,46.6,0.15,Credit Card,Adult,Female,Vancouver,Olivia Tremblay
nj7325,10/9/24,Canada,dc111e94-b0b6-41dc-b28d-00e39a32b14f,Nike Air Max,Footwear,184.49,4,737.96,0.1,Debit Card,Senior,Male,Calgary,Noah Tremblay
SK1063,7/9/24,Canada,3c9ecb98-ed2a-4353-9a43-591ab0e3c381,KitchenAid Mixer,Home Appliances,328.34,1,328.34,0,Cash,Young,Male,Ottawa,William Lee
IH3285,9/18/24,Canada,5c9d7eea-f73b-444f-81dc-3573dbd0dd0e,KitchenAid Mixer,Home Appliances,318.96,10,3189.6,0.05,Mobile Wallet,Adult,Male,Ottawa,William Lee
wD0821,2/16/25,Canada,5fc08be4-c8f8-4079-8477-a0e47356b384,Apple MacBook Pro,Electronics,1605.22,3,4815.66,0.05,Mobile Wallet,Senior,Male,Montreal,Olivia Brown
hN4417,11/19/24,Canada,b0b81cb2-1b5a-4e09-ad85-1fe34c050e00,KitchenAid Mixer,Home Appliances,279.52,7,1956.64,0.2,Online Payment,Young,Female,Calgary,
kC1656,10/15/24,Canada,e23f1742-11c7-4b4b-b3be-476a0dc62306,iPhone 14,Electronics,1167.13,3,3501.39,0.05,Mobile Wallet,Senior,Female,Ottawa,
VU9705,9/14/24,Canada,e0cd229f-5dff-4329-9c3e-82e13601610c,iPhone 14,Electronics,836.47,10,8364.7,0.2,Mobile Wallet,Young,Male,Vancouver,Benjamin Campbell
zv7179,10/7/24,Canada,c4a8b11e-f355-4e48-82f7-670a5ef4dddc,Nike Air Max,Footwear,171.56,3,514.68,0.1,Credit Card,Young,Female,Toronto,Lucas Johnson
lK2855,10/21/24,Canada,35c1ef14-85f9-41ae-84ca-38c6bdbe37ec,Levi's 501 Jeans,Apparel,79.12,7,553.84,0,Online Payment,Senior,,,William Brown
Tx5827,6/7/24,Canada,accb4e1f-0163-450b-b836-46a477c5611e,The North Face Jacket,Apparel,238.36,7,1668.52,0,Debit Card,Adult,,Calgary,Thomas Wilson
oP6511,10/18/24,Canada,f0835cb4-f1ac-4eae-b66d-cc950f789c7f,The North Face Jacket,Apparel,188.59,,377.18,,Cash,Senior,Female,Vancouver,Liam Gagnon
YY7177,4/29/24,Canada,,,Apparel,81.41,,651.28,0.05,Cash,Adult,Male,Calgary,Liam Roy
AV4094,11/8/24,Canada,,Levi's 501 Jeans,Apparel,92.84,8,742.72,0.15,Credit Card,Adult,,Toronto,Chloe Campbell
Wr8522,9/24/24,,20facabd-6fcf-4845-8842-f54fd88c693f,Coca-Cola Can,Beverages,0.92,6,5.52,0.2,Cash,Young,Male,Calgary,Olivia Tremblay
pB0671,4/7/24,Canada,f4859423-0a5d-4ec6-badb-b774bb355bc6,Samsung QLED TV,Electronics,1218.49,2,2436.98,0.15,Cash,Adult,Female,Calgary,Noah Roy
Tw6042,1/10/25,Canada,be704c82-38ee-4a9d-88e5-5cf142891a39,Apple MacBook Pro,Electronics,1299.14,10,12991.4,0.1,Mobile Wallet,Senior,Male,Vancouver,Sophie Johnson
NL7680,7/14/24,Canada,,KitchenAid Mixer,Home Appliances,389.82,4,1559.28,0.2,Debit Card,Senior,Female,Ottawa,Emma Wilson
bs2917,4/17/24,Canada,65c1e6ee-51a0-4c96-b009-ff5c48fd63da,KitchenAid Mixer,Home Appliances,304.65,7,2132.55,0.1,Credit Card,Young,Male,Toronto,Lucas Johnson
Cy6304,5/22/24,Canada,990d00d0-07bb-4a1c-a6f6-4727a540f01f,Doritos Chips,Snacks,3.66,4,14.64,0.1,Credit Card,Adult,Male,Ottawa,William Gagnon
Js6723,11/13/24,Canada,c3868ea6-feba-4ab6-9fa9-6673ca7a6648,iPhone 14,Electronics,1072.25,8,8578,0.2,Mobile Wallet,Adult,Male,,Sophie Smith
DK5061,,Canada,7a639a66-6b8f-4cc3-a537-1bd9f98c083c,,Home Appliances,343.06,1,343.06,0.05,Credit Card,Young,Male,Ottawa,Olivia Roy
TL5466,9/29/24,Canada,3ae374c1-0830-4f78-b038-8c0d687563ee,Doritos Chips,Snacks,1.7,1,1.7,0,Cash,Senior,Male,Toronto,Liam Lee
xN6183,10/29/24,Canada,9c8e0bad-d6d6-4f14-b76b-eeee43221dbe,Nike Air Max,Footwear,177.11,2,,0.05,Debit Card,Senior,Female,Calgary,Olivia Johnson
DL9709,5/8/24,Canada,71ba0fe6-b3a7-4c0d-a996-c44510479598,KitchenAid Mixer,Home Appliances,346.42,4,1385.68,0,Credit Card,Senior,Male,Vancouver,Noah Martin
SY5409,,Canada,cd5679b3-1b11-4049-bc25-0c165e7bbcfc,Coca-Cola Can,Beverages,1.46,1,1.46,0.15,Debit Card,Young,Female,Toronto,Lucas Gagnon
iH9426,2/16/25,Canada,9cf2240a-c2c5-4303-a866-d370a56c3730,Samsung QLED TV,Electronics,1358.58,1,1358.58,0.05,Mobile Wallet,Senior,Male,Calgary,
CS2106,,Canada,2ea622f8-c59a-4fb1-8303-b4cd72b8fc18,Apple MacBook Pro,Electronics,2358.5,9,21226.5,0.15,Mobile Wallet,Adult,Female,Toronto,William Brown
tv9115,5/24/24,Canada,102a3883-99a0-484b-8dbd-1e8cb29fe213,Coca-Cola Can,Beverages,1.4,10,14,0.1,Mobile Wallet,Senior,Female,Montreal,William Brown
vo7236,12/18/24,Canada,,Samsung QLED TV,Electronics,865.74,10,8657.4,0.1,Cash,Young,Female,,Lucas Roy
eF5749,10/6/24,Canada,616ef462-c619-4524-97e4-f47b6f65df79,Nike Air Max,,195.23,5,976.15,0,,Adult,Female,Montreal,Thomas Brown
RY5718,11/7/24,Canada,b15a30a0-8f0f-49e5-95ad-766b82836760,KitchenAid Mixer,Home Appliances,445.9,10,,0,Mobile Wallet,Young,Male,Montreal,William Wilson
MM1198,4/10/24,Canada,65d96ded-598f-4429-9eb6-1bd3c1bc29ea,Samsung QLED TV,Electronics,728.89,4,2915.56,0.05,Online Payment,Young,Female,Calgary,Chloe Johnson
tf9398,9/20/24,Canada,0446dafd-5124-449c-a74b-dbf09f0eccf0,The North Face Jacket,Apparel,134.02,1,134.02,0,Credit Card,Adult,Male,Vancouver,Chloe Tremblay
HY7218,7/30/24,Canada,ad5729a7-e64f-4e57-a1c1-585ab7071df9,Apple MacBook Pro,Electronics,,2,3980.08,0.1,Debit Card,Senior,Male,Vancouver,Lucas Wilson
Pm8771,6/19/24,Canada,,Levi's 501 Jeans,Apparel,86.05,1,86.05,0,Mobile Wallet,Senior,Female,Toronto,Emma Wilson
cM7945,2/2/25,,3a4cc932-0a54-4f28-8e33-8dac4d2ea130,The North Face Jacket,Apparel,144.43,3,433.29,0,Mobile Wallet,Young,Female,Calgary,Noah Campbell
gi8506,6/12/24,Canada,a4c4b7bd-34d5-4478-ba4e-76377b8eb7bc,Nike Air Max,Footwear,124.27,3,372.81,0.05,Debit Card,Senior,Male,Ottawa,Sophie Martin
fQ3181,7/2/24,Canada,1ddeda1c-449a-4e81-a4e4-5ec7cef2816a,,Outdoor,,8,310.88,0.1,Debit Card,Senior,Female,Montreal,William Roy
VQ2258,3/22/24,Canada,e7d8c6d3-b5b3-46b8-8d08-c5dc16c4c3af,The North Face Jacket,Apparel,185.45,6,1112.7,0.15,Mobile Wallet,Senior,Male,Montreal,William Johnson
ox7203,4/23/24,Canada,2e676c9c-53f7-4e8f-8940-158ccc1ca62b,Coca-Cola Can,,0.62,8,4.96,0.05,Cash,Senior,Female,Vancouver,Lucas Johnson
zP2837,,Canada,f78886f0-731e-4e95-942e-049925523efd,Levi's 501 Jeans,Apparel,75.92,,531.44,0.15,Mobile Wallet,Adult,Female,Vancouver,Liam Smith
uH8493,,Canada,c961e41b-d719-47a8-95eb-93b8f9847c03,Apple MacBook Pro,Electronics,2245.82,1,2245.82,0.1,Online Payment,Senior,Female,Toronto,Chloe Gagnon
bR2552,1/19/25,Canada,01c161c7-470f-4acc-b7d3-72a15f5350e8,KitchenAid Mixer,Home Appliances,375.42,5,1877.1,0.2,Credit Card,Young,Female,Calgary,Sophie Gagnon
Vk0560,10/11/24,Canada,90e61da6-9ac4-4c10-8dcc-1e07d0bf5760,KitchenAid Mixer,Home Appliances,254.32,7,1780.24,0.05,Mobile Wallet,Adult,Female,Ottawa,
yC0650,9/17/24,,21b9508b-a69c-4c46-b2d3-3b9a75d6250e,Nike Air Max,Footwear,128,1,,0.1,Credit Card,Senior,Female,Toronto,Emma Brown
Zs4887,3/19/25,Canada,,Coca-Cola Can,Beverages,1.39,8,11.12,0.2,Credit Card,,Male,Vancouver,Sophie Wilson
Ej4692,7/25/24,Canada,4ade540d-b204-4207-a9db-0e2e27817dbe,Samsung QLED TV,Electronics,569.38,,4555.04,0.05,Credit Card,Senior,Male,Vancouver,Chloe Smith
AE9284,7/13/24,Canada,d74f9116-5883-492c-a23c-bf52869ecece,Levi's 501 Jeans,Apparel,79.6,1,79.6,0.2,Credit Card,Adult,Female,Calgary,Olivia Brown
rs4977,6/15/24,Canada,4bf59b5d-f8d0-4501-aa78-bd04e6e63552,Yeti Tumbler,Outdoor,33.49,1,33.49,0.1,Cash,Young,Male,Vancouver,Liam Johnson
EZ6926,7/17/24,,07695865-26d3-4627-8ec7-c5d60bcb6f54,Coca-Cola Can,Beverages,0.99,5,4.95,0,Debit Card,Young,,Montreal,Benjamin Brown
ml4215,7/4/24,Canada,575a47f9-4065-4905-8c99-043e1688df4a,Samsung QLED TV,Electronics,1013.97,,2027.94,0,Credit Card,Senior,Male,Ottawa,Benjamin Roy
Nv6107,9/8/24,Canada,34421a33-8189-46bb-b7bf-6b851d62d71e,Coca-Cola Can,Beverages,1.41,7,,0.2,Online Payment,Young,Male,Calgary,Olivia Johnson
Zg2331,11/18/24,Canada,f7cb7fc8-3d17-4717-b5cb-6f343bd75994,iPhone 14,Electronics,,8,8924,0.1,Credit Card,Young,Female,Vancouver,Emma Brown
DP2910,7/13/24,Canada,08268dfd-2657-4b0f-947e-a6d9db8d8188,,Electronics,810.55,9,7294.95,0.15,Credit Card,Senior,,Toronto,Noah Gagnon
tK5975,3/1/25,Canada,8b8588fe-b0fd-40b0-a08e-c8cb7e2c8a0f,The North Face Jacket,Apparel,209.54,1,209.54,0.05,Debit Card,Senior,Female,Toronto,Chloe Roy
UX5289,12/1/24,Canada,df563d01-8155-44a6-a408-109cb084b1ea,Samsung QLED TV,Electronics,1522.13,3,4566.39,0.15,Credit Card,Young,Female,Montreal,Noah Campbell
tE1915,6/27/24,Canada,8e1b9960-7bf3-45ed-90c9-5642d3fe5123,Yeti Tumbler,Outdoor,30.05,8,240.4,0.2,Mobile Wallet,Senior,Male,Montreal,Chloe Martin
Lz4524,2/20/25,Canada,1e499c5b-3525-4da9-b056-1401cc7a0670,Coca-Cola Can,Beverages,1.21,2,2.42,0.1,Online Payment,Young,Female,Montreal,William Gagnon
ub5096,8/13/24,Canada,f307ab91-a6f2-40cb-811b-6873c9d6e035,Levi's 501 Jeans,Apparel,77.88,2,155.76,0,Online Payment,Senior,Female,Montreal,Lucas Wilson
RU4407,8/21/24,Canada,bb5c05e5-c251-4a82-b5b5-1716eabce2e4,Nike Air Max,Footwear,166.31,6,997.86,0.05,Mobile Wallet,Senior,Male,,Olivia Smith
pF6081,4/1/24,,a164caa5-31ea-424f-8be5-37731f6249a1,Coca-Cola Can,Beverages,1.16,7,8.12,0,Online Payment,Adult,Male,Ottawa,Sophie Roy
AI3560,,Canada,02693644-90a5-44a8-854c-ab19dcdc18b1,Yeti Tumbler,Outdoor,38.72,8,309.76,0.2,Cash,Adult,Male,Calgary,Emma Lee
wk4475,4/1/24,,b7119a06-8460-484f-a886-3e910fc96ab2,Samsung QLED TV,Electronics,561.83,5,2809.15,,Debit Card,Senior,Male,Toronto,Olivia Smith
aL6759,4/10/24,Canada,c4c21677-e14f-4f07-9c34-d3a0ae06c47b,KitchenAid Mixer,Home Appliances,438.71,7,3070.97,0,,Senior,,Vancouver,Liam Roy
Ey9605,1/15/25,Canada,448a2b6a-ff41-44c9-aaef-c068dc5ef78b,Coca-Cola Can,Beverages,1.52,3,4.56,0.05,Online Payment,Adult,Female,Vancouver,Sophie Roy
Xd2926,5/14/24,Canada,,Nike Air Max,Footwear,187.36,5,,0.1,Debit Card,Senior,Female,Montreal,Chloe Johnson
lF1887,2/15/25,Canada,ab4c4902-c45c-460b-9c39-e345f1129d50,,Snacks,4.47,7,31.29,0,Cash,Senior,Male,Vancouver,Emma Tremblay
uO1052,8/5/24,Canada,1e97531c-6b10-46c2-a490-9b00daed15b9,The North Face Jacket,Apparel,258.87,5,1294.35,0.15,Debit Card,Adult,Male,Montreal,Chloe Roy
Pr0093,,Canada,3ff1e1cc-97b0-49ce-a464-db5d19e53a53,Levi's 501 Jeans,Apparel,91.25,9,821.25,0.05,Credit Card,Young,Male,Toronto,Lucas Brown
EV3984,1/16/25,Canada,f91465ff-78e2-4111-a2c1-d318d164d059,Apple MacBook Pro,Electronics,2225.64,7,15579.48,0.2,Online Payment,Adult,Female,Ottawa,Sophie Wilson
uo2147,6/8/24,Canada,df5a4d00-a901-46f5-b308-aaec66b4bcaa,Coca-Cola Can,Beverages,1.12,9,10.08,0.05,Debit Card,Young,Female,Ottawa,
UO6095,7/21/24,Canada,9b8c463a-e149-49aa-8c18-87449b4ee177,iPhone 14,Electronics,979.5,5,4897.5,0.2,Credit Card,Young,Female,,Liam Campbell
fh3807,1/6/25,Canada,4980b5d4-f340-4d09-9621-405c93e703d0,Nike Air Max,Footwear,133.95,8,1071.6,0.05,Debit Card,Young,Female,Ottawa,Chloe Campbell
Tv0178,7/21/24,,55dcef36-f1ca-437b-be00-7b560514f3e2,Samsung QLED TV,Electronics,1719.61,6,10317.66,0.1,Debit Card,Senior,Male,Toronto,Thomas Roy
ES3116,6/30/24,Canada,8b6a1035-5823-4d89-9751-8f42a58eefa4,,Snacks,4.44,1,4.44,0.05,Cash,Adult,Male,Ottawa,Noah Gagnon
np2048,10/23/24,Canada,33324409-12d9-474c-8abe-42cdd55b4357,Yeti Tumbler,Outdoor,41.34,6,,,Mobile Wallet,Senior,Male,Montreal,Thomas Smith
eK3002,,Canada,8a992e39-e448-48c5-b639-579775a1df5e,Doritos Chips,Snacks,,8,37.52,0.1,Credit Card,Adult,Female,Ottawa,Thomas Brown
ih1761,10/24/24,Canada,07939b86-ae1d-440a-b093-340dbba96e8d,Samsung QLED TV,Electronics,803.87,4,,,Mobile Wallet,Young,Female,,Noah Gagnon
mT4282,4/13/24,Canada,ec0b72cc-7c4f-4543-8ec7-b78d19827b3d,Doritos Chips,Snacks,3.19,1,3.19,0.1,Online Payment,Young,Male,Vancouver,Liam Brown
vg6093,10/5/24,Canada,4d2549e8-426b-44ca-9009-07450a9919f4,,,,5,705.1,0.1,Online Payment,Adult,Male,Montreal,Emma Martin
GU6234,,Canada,14b2f780-086d-4ffc-bc29-bfa62a036847,Samsung QLED TV,Electronics,1317.82,,13178.2,0,Online Payment,Senior,Female,Montreal,Emma Gagnon
uO2709,2/27/25,Canada,ea0c1147-6941-49ea-9fe9-3a4cc3c75e47,Levi's 501 Jeans,Apparel,94.41,4,377.64,0.05,Debit Card,Adult,Female,Calgary,Sophie Gagnon
bB3012,4/18/24,Canada,c0eadd98-7f00-4b78-ace4-7761b4e60863,Yeti Tumbler,Outdoor,28.27,7,197.89,0,Cash,Adult,Male,Vancouver,Noah Martin
EK3419,8/18/24,,adc3edf5-b9b5-475f-87b5-980b07879aae,Nike Air Max,Footwear,161.35,1,161.35,0.2,,Senior,Female,Vancouver,Sophie Brown
sy0490,1/8/25,Canada,,iPhone 14,Electronics,962.96,3,2888.88,0.1,Debit Card,Young,Male,Toronto,Noah Smith
AM8009,3/24/24,Canada,a100806d-6002-4ed4-91cc-2603edf33af7,Nike Air Max,Footwear,105.15,8,841.2,0.05,Cash,Young,Female,Toronto,
tM1655,12/31/24,Canada,83b79a06-8b55-40e1-82eb-5ac4dde5d769,KitchenAid Mixer,Home Appliances,369.63,9,3326.67,0.05,Mobile Wallet,Adult,Male,Montreal,Chloe Martin
vf1978,1/10/25,Canada,0fda665b-822c-45da-b8af-43a6dd0c0bff,Samsung QLED TV,Electronics,1231.03,6,7386.18,0.05,Debit Card,Young,Male,Vancouver,Liam Johnson
xT3016,1/6/25,Canada,5d4c1474-ca5a-428a-bb04-9cf20f4c3950,Nike Air Max,Footwear,108.49,10,1084.9,0.15,Cash,Young,Male,Montreal,Noah Brown
wM2127,12/21/24,Canada,9fdeb51c-7804-43b1-8edb-802e9ff671dd,Doritos Chips,Snacks,3.73,2,7.46,0.15,Mobile Wallet,Young,Female,Vancouver,William Tremblay
QC0736,5/31/24,Canada,0ac5b70f-82a3-4a1f-b994-92c717b309fa,KitchenAid Mixer,Home Appliances,381.15,5,1905.75,0.1,Online Payment,,,Montreal,Thomas Gagnon
sT6142,9/8/24,Canada,abefae6b-0daf-48a6-8d0f-15cfea530ddf,Levi's 501 Jeans,Apparel,81.39,7,569.73,0.05,Credit Card,Young,Male,Toronto,Chloe Roy
