transaction_id,transaction_date,country,product_id,product_name,category,price_per_unit,quantity_purchased,cost_price,discount_applied,payment_method,customer_age_group,customer_gender,store_location,sales_representative
by6692,5/22/24,USA,3901a68e-35e9-4226-b9a8-059acff44f5d,Doritos Chips,Snacks,2.56,2,4.28,0,Credit Card,Adult,Male,Houston,Craig Smith
Ho3816,12/23/24,USA,3901a68e-35e9-4226-b9a8-059acff44f5d,Doritos Chips,Snacks,3.47,10,26.8,0.2,Online Payment,Adult,Male,Phoenix,Bill Cole
Xn1637,12/7/24,USA,02f54f47-95d5-4c58-bba7-61e66cc857c6,Samsung QLED TV,Electronics,,1,,0.2,Online Payment,Young,Female,Houston,Rebecca Wilkerson
eE2592,5/12/24,USA,3901a68e-35e9-4226-b9a8-059acff44f5d,Doritos Chips,Snacks,4.8,2,7.88,0,Mobile Wallet,Young,Female,Houston,Susan Santiago
Mu6535,2/21/25,USA,febceb70-e0c4-4d2e-9c19-bd5301e2c333,Levi's 501 Jeans,Apparel,54.64,3,116.49,0.1,Mobile Wallet,Adult,Female,Houston,Shannon Campbell
NM3753,9/23/24,USA,02f54f47-95d5-4c58-bba7-61e66cc857c6,Samsung QLED TV,Electronics,1262.18,1,916.75,0.2,Credit Card,Adult,Female,New York,Timothy Williams
wq9347,5/1/24,USA,492b33a7-ede7-4769-9cfb-ed92773d17e1,KitchenAid Mixer,Home Appliances,334.38,1,275.55,0,Cash,Young,Male,Los Angeles,Dylan Patterson
fr2696,11/13/24,USA,348773fc-88fb-45d8-8e64-7e11ed3b30dc,Coca-Cola Can,Beverages,1.07,1,0.64,0,Debit Card,Young,Female,Phoenix,Antonio Medina
uT8465,2/18/25,USA,febceb70-e0c4-4d2e-9c19-bd5301e2c333,Levi's 501 Jeans,Apparel,63.98,4,199.76,0,Mobile Wallet,Young,Male,Chicago,Timothy Mason
iQ2687,12/29/24,USA,02f54f47-95d5-4c58-bba7-61e66cc857c6,Samsung QLED TV,Electronics,856.37,1,651.21,0.2,Credit Card,Young,Male,Houston,Christopher Sullivan
dx8312,10/27/24,USA,348773fc-88fb-45d8-8e64-7e11ed3b30dc,Coca-Cola Can,Beverages,1.35,14,15.26,0.2,Online Payment,Young,Female,Los Angeles,Benjamin Wilson
xH3697,1/13/25,USA,348773fc-88fb-45d8-8e64-7e11ed3b30dc,Coca-Cola Can,Beverages,1.23,1,0.88,0.05,Credit Card,Adult,Female,Chicago,Diana Clark
GZ4724,4/30/24,USA,1f6a4984-9b41-4f75-9ead-85e3e7e5ae27,The North Face Jacket,Apparel,209.44,2,343.86,0.05,Mobile Wallet,Senior,Male,New York,Laura Salas
wq0014,7/13/24,USA,6ab425e6-dd99-4d5f-967e-03d84f39f9bf,Nike Air Max,Footwear,152.56,1,98.95,0.2,Cash,Senior,Female,Chicago,Monique Sweeney
iv1771,1/5/25,USA,492b33a7-ede7-4769-9cfb-ed92773d17e1,KitchenAid Mixer,Home Appliances,312.03,1,216.1,0.15,Credit Card,Senior,Female,Los Angeles,Jordan Thomas
yJ2826,10/16/24,USA,b44dd01a-4794-4d53-a15f-96adc20f9cac,Apple MacBook Pro,Electronics,,1,,0,Debit Card,Adult,Female,Los Angeles,David Patel
vH5503,3/10/25,USA,1f6a4984-9b41-4f75-9ead-85e3e7e5ae27,The North Face Jacket,Apparel,166.74,2,274.58,0.1,Debit Card,Adult,Female,Chicago,Laura West
bS7583,10/19/24,USA,348773fc-88fb-45d8-8e64-7e11ed3b30dc,Coca-Cola Can,Beverages,1.41,16,15.2,0.05,Mobile Wallet,Senior,Female,Los Angeles,Courtney Flynn
eN7649,8/24/24,USA,492b33a7-ede7-4769-9cfb-ed92773d17e1,KitchenAid Mixer,Home Appliances,411.17,2,579.34,0.15,Credit Card,Senior,Male,Chicago,Hannah Hicks MD
Tm5391,6/1/24,USA,febceb70-e0c4-4d2e-9c19-bd5301e2c333,Levi's 501 Jeans,Apparel,63.58,3,157.11,0.15,Debit Card,Young,Female,Houston,Chad Wilson
Ij6755,5/28/24,USA,b44dd01a-4794-4d53-a15f-96adc20f9cac,Apple MacBook Pro,Electronics,1332.71,1,911.25,0.05,Credit Card,Adult,Male,Houston,Gordon Farley
xZ5925,9/22/24,USA,6ab425e6-dd99-4d5f-967e-03d84f39f9bf,Nike Air Max,Footwear,163.57,2,246.6,0.15,Credit Card,Adult,Female,Chicago,Brian Maldonado
Lv9464,7/14/24,USA,1f6a4984-9b41-4f75-9ead-85e3e7e5ae27,The North Face Jacket,Apparel,,2,,0.2,Mobile Wallet,Adult,Male,Los Angeles,Rebecca Oneill
Bp5509,12/19/24,USA,492b33a7-ede7-4769-9cfb-ed92773d17e1,KitchenAid Mixer,Home Appliances,447.88,1,349.35,0.05,Debit Card,Young,Female,Phoenix,Angela Armstrong
vT4276,3/18/25,USA,1f6a4984-9b41-4f75-9ead-85e3e7e5ae27,The North Face Jacket,Apparel,261.05,2,372.54,0.2,Credit Card,Adult,Female,Phoenix,Ashley James
UD2519,5/13/24,USA,02f54f47-95d5-4c58-bba7-61e66cc857c6,Samsung QLED TV,Electronics,765.92,1,641.09,0.15,Debit Card,Adult,Male,Los Angeles,Michael Simpson
oG6330,8/7/24,USA,02f54f47-95d5-4c58-bba7-61e66cc857c6,Samsung QLED TV,Electronics,1170.97,1,975.63,0.05,Debit Card,Adult,Male,Phoenix,Sharon Joseph
IK6636,10/1/24,USA,b44dd01a-4794-4d53-a15f-96adc20f9cac,Apple MacBook Pro,Electronics,1805.36,1,1515.24,0.1,Cash,Adult,Female,New York,Alexander Montgomery
Mj5615,11/7/24,USA,492b33a7-ede7-4769-9cfb-ed92773d17e1,KitchenAid Mixer,Home Appliances,371.89,2,509.76,0.1,Credit Card,Young,Female,Phoenix,Angel Fernandez
gn8400,8/13/24,USA,1f6a4984-9b41-4f75-9ead-85e3e7e5ae27,The North Face Jacket,Apparel,141.07,2,232.06,0.15,Cash,Young,Male,Phoenix,Chris Foley
QD9373,10/22/24,USA,492b33a7-ede7-4769-9cfb-ed92773d17e1,KitchenAid Mixer,Home Appliances,430.99,2,674.4,0.05,Credit Card,Adult,Female,New York,Micheal Ramirez
IT2833,3/28/24,USA,348773fc-88fb-45d8-8e64-7e11ed3b30dc,Coca-Cola Can,Beverages,1.1,,,0.1,Cash,Adult,Male,Chicago,Jeffrey Hutchinson
fI4907,1/2/25,USA,02f54f47-95d5-4c58-bba7-61e66cc857c6,Samsung QLED TV,Electronics,848.17,1,591.55,0.2,Debit Card,Adult,Female,Chicago,Sarah Wagner
Bc3479,10/7/24,USA,348773fc-88fb-45d8-8e64-7e11ed3b30dc,Coca-Cola Can,Beverages,1.28,23,23.46,0.1,Mobile Wallet,Adult,Female,Chicago,Christina Mann
Nb4961,1/20/25,USA,b44dd01a-4794-4d53-a15f-96adc20f9cac,Apple MacBook Pro,Electronics,1303.1,1,972.58,0.2,Mobile Wallet,Senior,Male,Los Angeles,Todd Reese
RN8880,7/27/24,USA,6ab425e6-dd99-4d5f-967e-03d84f39f9bf,Nike Air Max,Footwear,165.32,1,121.16,0.1,Online Payment,Adult,Female,Los Angeles,Benjamin Lucero
Nl6981,2/21/25,USA,3901a68e-35e9-4226-b9a8-059acff44f5d,Doritos Chips,Snacks,4.07,,,0.05,Mobile Wallet,Young,Female,Phoenix,Javier Freeman
nf2979,2/4/25,USA,5d904f62-de3d-4d52-a904-c272d3f34318,Yeti Tumbler,Outdoor,25.78,2,34.32,,Mobile Wallet,Adult,Female,Houston,Tina Johnson
hd7478,6/13/24,USA,febceb70-e0c4-4d2e-9c19-bd5301e2c333,Levi's 501 Jeans,Apparel,71.74,3,158.19,,Debit Card,Young,Female,Phoenix,Russell Bryant
pk3848,8/16/24,USA,5d904f62-de3d-4d52-a904-c272d3f34318,Yeti Tumbler,Outdoor,44.96,3,105.33,0,Debit Card,Young,Female,Houston,Ryan Bright
HQ4599,6/20/24,USA,1f6a4984-9b41-4f75-9ead-85e3e7e5ae27,The North Face Jacket,Apparel,125,2,157.98,0.2,Debit Card,Young,Female,Phoenix,Katherine Greene
fl4125,1/24/25,USA,3901a68e-35e9-4226-b9a8-059acff44f5d,Doritos Chips,Snacks,2.51,10,15.3,0.1,Debit Card,Adult,Female,Houston,Patricia Fisher
LO9557,3/17/25,USA,1f6a4984-9b41-4f75-9ead-85e3e7e5ae27,The North Face Jacket,Apparel,162.32,1,109.03,0,Cash,Adult,Female,Los Angeles,Timothy Weaver
PT8759,8/19/24,USA,b44dd01a-4794-4d53-a15f-96adc20f9cac,Apple MacBook Pro,Electronics,1827.76,1,1179.17,0.1,Mobile Wallet,Senior,Male,New York,Virginia Carr
dI4131,12/31/24,USA,1f6a4984-9b41-4f75-9ead-85e3e7e5ae27,The North Face Jacket,Apparel,204.07,2,339,0.15,Mobile Wallet,Senior,Female,Chicago,Matthew Thompson
tg8855,7/21/24,USA,02f54f47-95d5-4c58-bba7-61e66cc857c6,Samsung QLED TV,Electronics,797.69,1,636.76,0.05,Mobile Wallet,Senior,Male,Los Angeles,Mr. Jesse Turner PhD
FF7913,5/17/24,USA,02f54f47-95d5-4c58-bba7-61e66cc857c6,Samsung QLED TV,Electronics,850.86,1,554.5,0.2,Online Payment,Young,Female,New York,Selena Tyler
uZ4444,7/16/24,USA,febceb70-e0c4-4d2e-9c19-bd5301e2c333,Levi's 501 Jeans,Apparel,69.09,,,0.2,Credit Card,Adult,Male,Phoenix,Kara Lynn
jt7367,7/15/24,USA,348773fc-88fb-45d8-8e64-7e11ed3b30dc,Coca-Cola Can,Beverages,,1,,0,Cash,Senior,Male,Phoenix,Barbara Velasquez
MJ8658,11/27/24,USA,b44dd01a-4794-4d53-a15f-96adc20f9cac,Apple MacBook Pro,Electronics,1743.33,1,1371.64,0.15,Cash,Young,Male,Houston,Jesse Parker
Ts0641,11/13/24,USA,5e3d82df-d17f-40e9-b3d7-c68946529392,iPhone 14,Electronics,987.27,1,810.95,0.15,Online Payment,Senior,Male,Chicago,Crystal Roman
Nf8441,5/11/24,USA,b44dd01a-4794-4d53-a15f-96adc20f9cac,Apple MacBook Pro,Electronics,1981.2,1,1231.3,0.2,Cash,Senior,Male,Los Angeles,Benjamin Hernandez
SL2995,11/21/24,USA,6ab425e6-dd99-4d5f-967e-03d84f39f9bf,Nike Air Max,Footwear,142.17,3,275.55,0.05,Online Payment,Adult,Female,Phoenix,Matthew Fowler
fQ0882,3/4/25,USA,02f54f47-95d5-4c58-bba7-61e66cc857c6,Samsung QLED TV,Electronics,1360.58,1,932.81,0,Debit Card,Adult,Male,Houston,Megan Ortiz
Nj8643,2/24/25,USA,348773fc-88fb-45d8-8e64-7e11ed3b30dc,Coca-Cola Can,Beverages,1.05,10,7.5,0.2,Mobile Wallet,Senior,Male,Los Angeles,Peter Kelley
zu1038,11/14/24,USA,492b33a7-ede7-4769-9cfb-ed92773d17e1,KitchenAid Mixer,Home Appliances,378.5,1,237.85,0,Debit Card,Senior,Male,Chicago,Dr. Karen Sweeney
vQ9557,5/9/24,USA,5d904f62-de3d-4d52-a904-c272d3f34318,Yeti Tumbler,Outdoor,46.7,3,112.17,0.15,Cash,Young,Female,Los Angeles,Alexis Watson
RP2694,3/19/25,USA,02f54f47-95d5-4c58-bba7-61e66cc857c6,Samsung QLED TV,Electronics,1191.62,1,994.38,0.1,Debit Card,Adult,Female,Los Angeles,Michael Reynolds
Ft7868,2/6/25,USA,b44dd01a-4794-4d53-a15f-96adc20f9cac,Apple MacBook Pro,Electronics,1873.94,1,1490.66,0.05,Cash,Young,Female,Phoenix,Mark Cooper
dF6210,12/17/24,USA,02f54f47-95d5-4c58-bba7-61e66cc857c6,Samsung QLED TV,Electronics,1240.3,1,808.62,0.15,Online Payment,Senior,Male,Chicago,Ashley Robinson
KK3136,2/19/25,USA,5e3d82df-d17f-40e9-b3d7-c68946529392,iPhone 14,Electronics,1010.18,2,1710.06,0,Debit Card,Young,Male,Chicago,David Wise
NJ5481,3/22/24,USA,492b33a7-ede7-4769-9cfb-ed92773d17e1,KitchenAid Mixer,Home Appliances,314.38,1,221.14,0.1,Online Payment,Adult,Male,New York,David Wolfe
mL1086,3/23/24,USA,1f6a4984-9b41-4f75-9ead-85e3e7e5ae27,The North Face Jacket,Apparel,271.35,1,217.57,0.1,Online Payment,Adult,Female,Phoenix,Luis Anderson
zM6559,6/27/24,USA,348773fc-88fb-45d8-8e64-7e11ed3b30dc,Coca-Cola Can,Beverages,1.15,11,9.46,,Mobile Wallet,Adult,Male,New York,Jose Jennings
SQ7882,1/1/25,USA,b44dd01a-4794-4d53-a15f-96adc20f9cac,Apple MacBook Pro,Electronics,2482.64,1,1700.55,0.15,Mobile Wallet,Young,Female,New York,Henry Scott
lr8403,4/6/24,USA,febceb70-e0c4-4d2e-9c19-bd5301e2c333,Levi's 501 Jeans,Apparel,76.65,3,186.96,0.1,Mobile Wallet,Senior,Male,Chicago,Edward Jones
Tb2083,9/20/24,USA,6ab425e6-dd99-4d5f-967e-03d84f39f9bf,Nike Air Max,Footwear,172.38,3,329.58,0.2,Credit Card,Senior,Female,Chicago,Kyle King
Hq7108,6/27/24,USA,3901a68e-35e9-4226-b9a8-059acff44f5d,Doritos Chips,Snacks,4.19,1,3.33,0.1,Cash,Young,Female,New York,Wayne Price
dZ4182,5/20/24,USA,1f6a4984-9b41-4f75-9ead-85e3e7e5ae27,The North Face Jacket,Apparel,255.4,1,167,0.15,Online Payment,Young,Male,Los Angeles,Kathleen Fox
kh9269,12/9/24,USA,5d904f62-de3d-4d52-a904-c272d3f34318,Yeti Tumbler,Outdoor,47.56,3,87.03,0.05,Debit Card,Adult,Female,Los Angeles,Jennifer Cooper
qf6712,12/8/24,USA,492b33a7-ede7-4769-9cfb-ed92773d17e1,KitchenAid Mixer,Home Appliances,311.58,1,235.36,0.2,Debit Card,Adult,Male,Houston,Erica Harris
Vi1895,6/2/24,USA,492b33a7-ede7-4769-9cfb-ed92773d17e1,KitchenAid Mixer,Home Appliances,370.21,1,279.56,0.05,Mobile Wallet,Senior,Female,Phoenix,Cody Jones
iR6303,10/17/24,USA,febceb70-e0c4-4d2e-9c19-bd5301e2c333,Levi's 501 Jeans,Apparel,56.74,2,90.38,0.1,Mobile Wallet,Adult,Female,Chicago,Courtney Hill
Ok4754,5/24/24,USA,02f54f47-95d5-4c58-bba7-61e66cc857c6,Samsung QLED TV,Electronics,882.67,1,678.41,0.05,Cash,Senior,Female,Phoenix,Lindsey Sharp
