transaction_id,transaction_date,country,product_id,product_name,category,price_per_unit,quantity_purchased,cost_price,discount_applied,payment_method,customer_age_group,customer_gender,store_location,sales_representative
Jh3621,7/6/24,Ecuador,492b33a7-ede7-4769-9cfb-ed92773d17e1,KitchenAid Mixer,Home Appliances,332.65,2,506.52,0.05,Online Payment,Adult,Male,Santo Domingo,Jose Ramirez
uU6558,7/25/24,Ecuador,6ab425e6-dd99-4d5f-967e-03d84f39f9bf,Nike Air Max,Footwear,143.79,2,196.96,0,Cash,Senior,Female,Guayaquil,Ana Lopez
Lm7373,1/14/25,Ecuador,6ab425e6-dd99-4d5f-967e-03d84f39f9bf,Nike Air Max,Footwear,172.92,1,111.05,0,Cash,Young,Male,Santo Domingo,Ana Lopez
Kz2246,4/8/24,Ecuador,1f6a4984-9b41-4f75-9ead-85e3e7e5ae27,The North Face Jacket,Apparel,165.04,2,249.64,0,Credit Card,Adult,Female,Cuenca,Maria Garcia
kk9186,11/28/24,Ecuador,5e3d82df-d17f-40e9-b3d7-c68946529392,iPhone 14,Electronics,960.83,1,757.95,0.2,Mobile Wallet,Adult,Male,Guayaquil,Luis Perez
fB5440,8/19/24,Ecuador,348773fc-88fb-45d8-8e64-7e11ed3b30dc,Coca-Cola Can,Beverages,1.16,22,16.72,0.2,Cash,Adult,Male,Guayaquil,Ana Perez
ct5516,4/8/24,Ecuador,5d904f62-de3d-4d52-a904-c272d3f34318,Yeti Tumbler,Outdoor,39.41,2,60.9,0.15,Debit Card,Senior,Female,Cuenca,Jose Ramirez
sE0140,1/9/25,Ecuador,febceb70-e0c4-4d2e-9c19-bd5301e2c333,Levi's 501 Jeans,Apparel,73.83,4,179.4,0.2,Online Payment,Senior,Male,Santo Domingo,Carmen Ramirez
sU4857,3/20/25,Ecuador,1f6a4984-9b41-4f75-9ead-85e3e7e5ae27,The North Face Jacket,Apparel,129.81,2,181.44,0.15,Cash,Young,Male,Quito,Luis Ramirez
rZ6970,12/19/24,Ecuador,b44dd01a-4794-4d53-a15f-96adc20f9cac,Apple MacBook Pro,Electronics,2254.44,1,1557.35,0.2,Online Payment,Senior,Female,Cuenca,Maria Garcia
Gp4892,7/10/24,Ecuador,1f6a4984-9b41-4f75-9ead-85e3e7e5ae27,The North Face Jacket,Apparel,272.96,2,396.62,0.05,Cash,Senior,Female,Cuenca,Jose Lopez
wX1871,6/19/24,Ecuador,02f54f47-95d5-4c58-bba7-61e66cc857c6,Samsung QLED TV,Electronics,723.42,,,,Debit Card,Adult,Female,Machala,Jose Perez
dx7607,9/23/24,Ecuador,1f6a4984-9b41-4f75-9ead-85e3e7e5ae27,The North Face Jacket,Apparel,214.2,1,129.73,0.2,Cash,Adult,Female,Quito,Maria Ramirez
ft4487,10/30/24,Ecuador,02f54f47-95d5-4c58-bba7-61e66cc857c6,Samsung QLED TV,Electronics,963.74,1,681.38,0,Cash,Adult,Male,Machala,Jose Lopez
ct3531,7/7/24,Ecuador,b44dd01a-4794-4d53-a15f-96adc20f9cac,Apple MacBook Pro,Electronics,1703.09,1,1425.51,0.15,Debit Card,Senior,Female,Cuenca,Ana Martinez
Yo7624,5/13/24,Ecuador,6ab425e6-dd99-4d5f-967e-03d84f39f9bf,Nike Air Max,Footwear,125.08,3,268.8,0.15,Credit Card,Senior,Male,Santo Domingo,Ana Garcia
xg2489,6/24/24,Ecuador,5e3d82df-d17f-40e9-b3d7-c68946529392,iPhone 14,Electronics,1077.55,2,1364.84,0.05,Mobile Wallet,Adult,Male,Quito,Maria Perez
Oe2385,12/2/24,Ecuador,1f6a4984-9b41-4f75-9ead-85e3e7e5ae27,The North Face Jacket,Apparel,160.67,2,267.8,0,Online Payment,Adult,Female,Machala,Ana Lopez
rQ0248,8/11/24,Ecuador,5d904f62-de3d-4d52-a904-c272d3f34318,Yeti Tumbler,Outdoor,34.5,2,44.7,0,Debit Card,Senior,Female,Quito,Ana Lopez
jp2506,6/13/24,Ecuador,1f6a4984-9b41-4f75-9ead-85e3e7e5ae27,The North Face Jacket,Apparel,225.64,2,298.2,0.05,Online Payment,Adult,Male,Cuenca,Ana Martinez
yf4366,3/28/24,Ecuador,492b33a7-ede7-4769-9cfb-ed92773d17e1,KitchenAid Mixer,Home Appliances,397.19,1,294.78,0.15,Online Payment,Senior,Male,Guayaquil,Maria Lopez
Ht6143,6/17/24,Ecuador,febceb70-e0c4-4d2e-9c19-bd5301e2c333,Levi's 501 Jeans,Apparel,,2,,0.05,Mobile Wallet,Adult,Female,Guayaquil,Jose Martinez
Sz4341,2/10/25,Ecuador,02f54f47-95d5-4c58-bba7-61e66cc857c6,Samsung QLED TV,Electronics,1424.04,1,982.23,0,Debit Card,Senior,Female,Cuenca,Luis Perez
oL2074,5/2/24,Ecuador,6ab425e6-dd99-4d5f-967e-03d84f39f9bf,Nike Air Max,Footwear,170.94,2,273.46,0,Online Payment,Senior,Male,Quito,Jose Perez
AX7395,10/13/24,Ecuador,1f6a4984-9b41-4f75-9ead-85e3e7e5ae27,The North Face Jacket,Apparel,133.38,1,94.42,0.2,Cash,Adult,Female,Quito,Ana Martinez
ZR1877,2/14/25,Ecuador,02f54f47-95d5-4c58-bba7-61e66cc857c6,Samsung QLED TV,Electronics,1015.29,1,815.84,0,Cash,Adult,Male,Guayaquil,Luis Perez
XH0762,8/31/24,Ecuador,6ab425e6-dd99-4d5f-967e-03d84f39f9bf,Nike Air Max,Footwear,145.67,,,0,Mobile Wallet,Young,Female,Cuenca,Maria Ramirez
TT3518,11/17/24,Ecuador,3901a68e-35e9-4226-b9a8-059acff44f5d,Doritos Chips,Snacks,2.98,2,3.8,,Mobile Wallet,Young,Male,Machala,Jose Martinez
KJ2946,5/11/24,Ecuador,348773fc-88fb-45d8-8e64-7e11ed3b30dc,Coca-Cola Can,Beverages,1.26,21,17.01,0.15,Mobile Wallet,Young,Male,Guayaquil,Carmen Lopez
jf1336,2/15/25,Ecuador,348773fc-88fb-45d8-8e64-7e11ed3b30dc,Coca-Cola Can,Beverages,1.37,16,17.6,0.2,Debit Card,Adult,Female,Quito,Luis Lopez
Nj5324,3/20/25,Ecuador,348773fc-88fb-45d8-8e64-7e11ed3b30dc,Coca-Cola Can,Beverages,1.35,18,15.48,0.05,Debit Card,Senior,Female,Machala,Luis Lopez
gs3411,7/3/24,Ecuador,6ab425e6-dd99-4d5f-967e-03d84f39f9bf,Nike Air Max,Footwear,153.61,1,113.37,0.05,Debit Card,Young,Male,Quito,Ana Garcia
WY8184,10/28/24,Ecuador,492b33a7-ede7-4769-9cfb-ed92773d17e1,KitchenAid Mixer,Home Appliances,437.9,1,328.3,0.2,Cash,Senior,Female,Quito,Carmen Perez
CV9961,10/9/24,Ecuador,1f6a4984-9b41-4f75-9ead-85e3e7e5ae27,The North Face Jacket,Apparel,148.39,1,119.18,0.2,Debit Card,Senior,Female,Guayaquil,Ana Garcia
Oz1914,12/6/24,Ecuador,3901a68e-35e9-4226-b9a8-059acff44f5d,Doritos Chips,Snacks,4.15,6,17.28,0.05,Debit Card,Adult,Male,Quito,Jose Martinez
CA8960,6/20/24,Ecuador,5d904f62-de3d-4d52-a904-c272d3f34318,Yeti Tumbler,Outdoor,45.7,3,86.82,0.15,Mobile Wallet,Senior,Female,Guayaquil,Maria Garcia
UZ5664,7/21/24,Ecuador,3901a68e-35e9-4226-b9a8-059acff44f5d,Doritos Chips,Snacks,4,8,21.84,0.1,Cash,Young,Female,Quito,Maria Perez
At7867,7/19/24,Ecuador,348773fc-88fb-45d8-8e64-7e11ed3b30dc,Coca-Cola Can,Beverages,1.37,15,14.55,0.2,Debit Card,Young,Male,Machala,Maria Martinez
Lb8369,8/29/24,Ecuador,492b33a7-ede7-4769-9cfb-ed92773d17e1,KitchenAid Mixer,Home Appliances,441.08,1,344.84,0.15,Online Payment,Senior,Male,Santo Domingo,Carmen Ramirez
vf4397,6/16/24,Ecuador,b44dd01a-4794-4d53-a15f-96adc20f9cac,Apple MacBook Pro,Electronics,1708.14,1,1302.61,0,Online Payment,Young,Female,Quito,Jose Garcia
Pd6877,7/24/24,Ecuador,02f54f47-95d5-4c58-bba7-61e66cc857c6,Samsung QLED TV,Electronics,1372.74,1,1040.65,0.05,Mobile Wallet,Young,Female,Cuenca,Jose Garcia
cG8169,8/1/24,Ecuador,6ab425e6-dd99-4d5f-967e-03d84f39f9bf,Nike Air Max,Footwear,139.01,1,113.43,0.05,Cash,Adult,Female,Machala,Luis Lopez
RN4861,2/9/25,Ecuador,1f6a4984-9b41-4f75-9ead-85e3e7e5ae27,The North Face Jacket,Apparel,156.94,2,209.5,0.2,Mobile Wallet,Senior,Female,Machala,Jose Ramirez
ON6223,12/2/24,Ecuador,febceb70-e0c4-4d2e-9c19-bd5301e2c333,Levi's 501 Jeans,Apparel,51.11,1,39.24,0.15,Credit Card,Senior,Female,Machala,Jose Ramirez
Ex1102,11/8/24,Ecuador,02f54f47-95d5-4c58-bba7-61e66cc857c6,Samsung QLED TV,Electronics,1531.51,1,1123.67,0,Mobile Wallet,Senior,Male,Quito,Carmen Lopez
xe7153,1/25/25,Ecuador,3901a68e-35e9-4226-b9a8-059acff44f5d,Doritos Chips,Snacks,2.68,10,16.6,0.2,Cash,Young,Male,Machala,Ana Ramirez
mb8721,12/11/24,Ecuador,3901a68e-35e9-4226-b9a8-059acff44f5d,Doritos Chips,Snacks,3.05,1,2.15,0.1,Credit Card,Senior,Male,Guayaquil,Carmen Martinez
so0560,1/15/25,Ecuador,1f6a4984-9b41-4f75-9ead-85e3e7e5ae27,The North Face Jacket,Apparel,129.68,2,210.72,0.05,Debit Card,Adult,Female,Guayaquil,Maria Martinez
ii4689,3/14/25,Ecuador,b44dd01a-4794-4d53-a15f-96adc20f9cac,Apple MacBook Pro,Electronics,2238.62,1,1484.43,0.05,Credit Card,Senior,Female,Quito,Ana Martinez
aR7861,11/2/24,Ecuador,1f6a4984-9b41-4f75-9ead-85e3e7e5ae27,The North Face Jacket,Apparel,152.19,1,123.37,0.2,Cash,Young,Male,Quito,Jose Lopez
ad5657,8/19/24,Ecuador,02f54f47-95d5-4c58-bba7-61e66cc857c6,Samsung QLED TV,Electronics,926.75,1,570.68,0.2,Cash,Adult,Male,Santo Domingo,Carmen Garcia
SI4434,8/22/24,Ecuador,b44dd01a-4794-4d53-a15f-96adc20f9cac,Apple MacBook Pro,Electronics,1962.22,1,1333.61,0.05,Online Payment,Young,Female,Guayaquil,Jose Garcia
Vm1260,11/30/24,Ecuador,3901a68e-35e9-4226-b9a8-059acff44f5d,Doritos Chips,Snacks,4.05,6,14.7,0.15,Credit Card,Senior,Male,Cuenca,Carmen Perez
ub0953,7/23/24,Ecuador,6ab425e6-dd99-4d5f-967e-03d84f39f9bf,Nike Air Max,Footwear,140.97,1,112.39,0,Online Payment,Young,Male,Guayaquil,Carmen Perez
jZ1334,10/18/24,Ecuador,5d904f62-de3d-4d52-a904-c272d3f34318,Yeti Tumbler,Outdoor,40.22,4,115.28,0.1,Debit Card,Senior,Female,Quito,Ana Perez
Qw5804,10/11/24,Ecuador,1f6a4984-9b41-4f75-9ead-85e3e7e5ae27,The North Face Jacket,Apparel,188.72,2,232.96,0.2,Cash,Adult,Female,Cuenca,Jose Ramirez
pJ3241,7/15/24,Ecuador,02f54f47-95d5-4c58-bba7-61e66cc857c6,Samsung QLED TV,Electronics,1114.12,1,859.92,0.05,Mobile Wallet,Senior,Male,Quito,Carmen Martinez
Nm1200,5/30/24,Ecuador,5d904f62-de3d-4d52-a904-c272d3f34318,Yeti Tumbler,Outdoor,29.61,1,21.32,0.2,Online Payment,Adult,Female,Quito,Jose Ramirez
NC5583,5/13/24,Ecuador,5e3d82df-d17f-40e9-b3d7-c68946529392,iPhone 14,Electronics,1096.15,1,721.68,0.05,Mobile Wallet,Senior,Female,Santo Domingo,Carmen Ramirez
PM9519,12/12/24,Ecuador,6ab425e6-dd99-4d5f-967e-03d84f39f9bf,Nike Air Max,Footwear,130.81,,,0.15,Online Payment,Adult,Male,Guayaquil,Carmen Perez
NA9768,8/18/24,Ecuador,5e3d82df-d17f-40e9-b3d7-c68946529392,iPhone 14,Electronics,1088.16,1,900.59,0.05,Cash,Senior,Male,Guayaquil,Jose Garcia
hZ3118,11/2/24,Ecuador,02f54f47-95d5-4c58-bba7-61e66cc857c6,Samsung QLED TV,Electronics,1417.21,,,0.15,Debit Card,Adult,Male,Guayaquil,Jose Perez
MU9781,10/25/24,Ecuador,1f6a4984-9b41-4f75-9ead-85e3e7e5ae27,The North Face Jacket,Apparel,,1,,0.15,Cash,Adult,Female,Santo Domingo,Ana Perez
Aj0313,10/8/24,Ecuador,febceb70-e0c4-4d2e-9c19-bd5301e2c333,Levi's 501 Jeans,Apparel,79.97,1,57.99,0.05,Mobile Wallet,Young,Male,Guayaquil,Ana Lopez
tq2433,1/17/25,Ecuador,5d904f62-de3d-4d52-a904-c272d3f34318,Yeti Tumbler,Outdoor,41.03,4,109.64,0.05,Cash,Senior,Male,Quito,Ana Martinez
QU4132,7/1/24,Ecuador,02f54f47-95d5-4c58-bba7-61e66cc857c6,Samsung QLED TV,Electronics,1130.42,1,820.85,0.1,Cash,Young,Female,Santo Domingo,Carmen Perez
CH7000,9/23/24,Ecuador,3901a68e-35e9-4226-b9a8-059acff44f5d,Doritos Chips,Snacks,4.19,10,34.9,0.2,Online Payment,Young,Female,Guayaquil,Maria Ramirez
Zo7885,9/28/24,Ecuador,febceb70-e0c4-4d2e-9c19-bd5301e2c333,Levi's 501 Jeans,Apparel,53.45,3,129.42,0,Cash,Young,Male,Santo Domingo,Carmen Garcia
xk6003,9/24/24,Ecuador,b44dd01a-4794-4d53-a15f-96adc20f9cac,Apple MacBook Pro,Electronics,1931.02,1,1586.55,0.05,Credit Card,Adult,Male,Machala,Ana Ramirez
qy6075,1/5/25,Ecuador,5e3d82df-d17f-40e9-b3d7-c68946529392,iPhone 14,Electronics,908.42,2,1156.12,,Cash,Senior,Female,Quito,Ana Garcia
tE6835,9/27/24,Ecuador,1f6a4984-9b41-4f75-9ead-85e3e7e5ae27,The North Face Jacket,Apparel,251.35,1,157.48,0.05,Mobile Wallet,Adult,Female,Guayaquil,Maria Garcia
fW4283,2/7/25,Ecuador,febceb70-e0c4-4d2e-9c19-bd5301e2c333,Levi's 501 Jeans,Apparel,79.54,4,220.24,0.05,Online Payment,Senior,Female,Machala,Maria Garcia
AV0073,4/1/24,Ecuador,3901a68e-35e9-4226-b9a8-059acff44f5d,Doritos Chips,Snacks,4.59,6,18,0.05,Credit Card,Adult,Female,Cuenca,Luis Garcia
zK8325,1/10/25,Ecuador,1f6a4984-9b41-4f75-9ead-85e3e7e5ae27,The North Face Jacket,Apparel,217.14,,,0.05,Debit Card,Adult,Female,Quito,Ana Martinez
Xv6704,4/21/24,Ecuador,5e3d82df-d17f-40e9-b3d7-c68946529392,iPhone 14,Electronics,1087.38,1,812.89,,Cash,Adult,Female,Cuenca,Luis Martinez
DB9083,1/5/25,Ecuador,492b33a7-ede7-4769-9cfb-ed92773d17e1,KitchenAid Mixer,Home Appliances,410,1,250.1,0.1,Debit Card,Young,Female,Quito,Jose Martinez
Ds2952,6/25/24,Ecuador,02f54f47-95d5-4c58-bba7-61e66cc857c6,Samsung QLED TV,Electronics,1246.55,1,1049.12,0.2,Debit Card,Adult,Female,Machala,Ana Ramirez
bY5391,1/20/25,Ecuador,492b33a7-ede7-4769-9cfb-ed92773d17e1,KitchenAid Mixer,Home Appliances,347.08,1,292.76,0.1,Mobile Wallet,Young,Female,Santo Domingo,Carmen Ramirez
YU1502,12/13/24,Ecuador,b44dd01a-4794-4d53-a15f-96adc20f9cac,Apple MacBook Pro,Electronics,1421.67,1,1104.5,0.2,Online Payment,Adult,Female,Machala,Luis Garcia
Rm7995,8/13/24,Ecuador,5e3d82df-d17f-40e9-b3d7-c68946529392,iPhone 14,Electronics,1039.2,,,0.05,Online Payment,Adult,Female,Quito,Carmen Garcia
TI5793,10/5/24,Ecuador,1f6a4984-9b41-4f75-9ead-85e3e7e5ae27,The North Face Jacket,Apparel,219.7,2,286.16,0.05,Cash,Senior,Female,Quito,Ana Perez
Ay2955,5/15/24,Ecuador,348773fc-88fb-45d8-8e64-7e11ed3b30dc,Coca-Cola Can,Beverages,1.05,6,4.92,0.05,Cash,Young,Male,Quito,Luis Lopez
In8861,7/23/24,Ecuador,492b33a7-ede7-4769-9cfb-ed92773d17e1,KitchenAid Mixer,Home Appliances,391.21,2,520.96,0.1,Debit Card,Adult,Male,Guayaquil,Ana Martinez
yN9748,5/18/24,Ecuador,5e3d82df-d17f-40e9-b3d7-c68946529392,iPhone 14,Electronics,1055.14,2,1305.7,0.15,Cash,Young,Male,Quito,Carmen Garcia
nq9441,4/23/24,Ecuador,6ab425e6-dd99-4d5f-967e-03d84f39f9bf,Nike Air Max,Footwear,,3,,,Cash,Adult,Male,Quito,Carmen Ramirez
Fg6309,11/29/24,Ecuador,6ab425e6-dd99-4d5f-967e-03d84f39f9bf,Nike Air Max,Footwear,170.13,,,0.2,Cash,Senior,Female,Cuenca,Ana Martinez
Tc1857,2/7/25,Ecuador,1f6a4984-9b41-4f75-9ead-85e3e7e5ae27,The North Face Jacket,Apparel,169.79,2,214.68,0.15,Credit Card,Senior,Male,Quito,Ana Martinez
QU6716,5/11/24,Ecuador,348773fc-88fb-45d8-8e64-7e11ed3b30dc,Coca-Cola Can,Beverages,1.12,12,10.32,0.1,Mobile Wallet,Senior,Female,Machala,Carmen Lopez
Rc0882,12/3/24,Ecuador,02f54f47-95d5-4c58-bba7-61e66cc857c6,Samsung QLED TV,Electronics,1372.63,1,971.98,0.1,Credit Card,Adult,Female,Quito,Carmen Perez
ir6154,4/6/24,Ecuador,febceb70-e0c4-4d2e-9c19-bd5301e2c333,Levi's 501 Jeans,Apparel,64.29,2,88.28,0.2,Online Payment,Senior,Male,Machala,Jose Perez
fm9577,4/8/24,Ecuador,492b33a7-ede7-4769-9cfb-ed92773d17e1,KitchenAid Mixer,Home Appliances,314.07,2,383.74,0.2,Online Payment,Senior,Female,Cuenca,Luis Lopez
WH7270,10/31/24,Ecuador,02f54f47-95d5-4c58-bba7-61e66cc857c6,Samsung QLED TV,Electronics,944.37,1,715.85,0,Credit Card,Young,Female,Cuenca,Carmen Lopez
Um7363,1/9/25,Ecuador,5e3d82df-d17f-40e9-b3d7-c68946529392,iPhone 14,Electronics,927.46,1,758.07,0.1,Credit Card,Young,Male,Machala,Maria Martinez
zM4315,8/13/24,Ecuador,02f54f47-95d5-4c58-bba7-61e66cc857c6,Samsung QLED TV,Electronics,761.04,1,471.78,0.2,Cash,Senior,Female,Santo Domingo,Maria Garcia
PV8030,5/8/24,Ecuador,02f54f47-95d5-4c58-bba7-61e66cc857c6,Samsung QLED TV,Electronics,1386.11,1,1128.44,0.2,Credit Card,Adult,Female,Guayaquil,Ana Garcia
RI6603,7/12/24,Ecuador,1f6a4984-9b41-4f75-9ead-85e3e7e5ae27,The North Face Jacket,Apparel,269.55,2,445.04,0.2,Debit Card,Adult,Male,Santo Domingo,Carmen Garcia
wz5215,9/28/24,Ecuador,5e3d82df-d17f-40e9-b3d7-c68946529392,iPhone 14,Electronics,1093.27,2,1457.84,0.1,Debit Card,Adult,Female,Quito,Maria Martinez
Fb0996,2/23/25,Ecuador,3901a68e-35e9-4226-b9a8-059acff44f5d,Doritos Chips,Snacks,2.89,10,22.1,,Mobile Wallet,Adult,Male,Machala,Luis Ramirez
KP6879,7/11/24,Ecuador,3901a68e-35e9-4226-b9a8-059acff44f5d,Doritos Chips,Snacks,3.54,6,14.1,0.1,Credit Card,Young,Female,Santo Domingo,Carmen Garcia
PE7489,1/17/25,Ecuador,02f54f47-95d5-4c58-bba7-61e66cc857c6,Samsung QLED TV,Electronics,1370.44,1,1053.57,0.15,Online Payment,Young,Female,Machala,Luis Lopez
VJ6284,1/2/25,Ecuador,febceb70-e0c4-4d2e-9c19-bd5301e2c333,Levi's 501 Jeans,Apparel,57.93,2,81.66,0.2,Mobile Wallet,Young,Male,Cuenca,Carmen Ramirez
Yf9319,11/13/24,Ecuador,6ab425e6-dd99-4d5f-967e-03d84f39f9bf,Nike Air Max,Footwear,154.54,1,118.79,0.1,Online Payment,Senior,Female,Guayaquil,Luis Martinez
